"","weekdate","conf_cases","median","threshold"
"1775",2020-02-12,20,17.75,41
"1776",2020-02-19,20,16.5,37.8055555555556
"1777",2020-02-26,19,15.3055555555556,34.8055555555556
"1778",2020-03-04,11,14.1111111111111,32.0277777777778
"1779",2020-03-11,8,12.9722222222222,29.4166666666667
"1780",2020-03-18,8,11.9166666666667,27.1111111111111
"1781",2020-03-25,5,10.8888888888889,25
"1782",2020-04-01,11,10.0277777777778,23.3611111111111
"1783",2020-04-08,12,9.30555555555556,22.0555555555556
"1784",2020-04-15,22,8.83333333333333,21.25
"1785",2020-04-22,11,8.63888888888889,21.0833333333333
"1786",2020-04-29,16,8.72222222222222,21.6666666666667
"1787",2020-05-06,15,9.08333333333333,23.0833333333333
"1788",2020-05-13,12,9.77777777777778,25.3888888888889
"1789",2020-05-20,12,10.75,28.5277777777778
"1790",2020-05-27,12,12.0833333333333,32.5833333333333
"1791",2020-06-03,8,13.6666666666667,37.3888888888889
"1792",2020-06-10,10,15.5277777777778,42.7222222222222
"1793",2020-06-17,8,17.5833333333333,48.3611111111111
"1794",2020-06-24,8,19.75,54.2777777777778
"1795",2020-07-01,9,22.2777777777778,60.7777777777778
"1796",2020-07-08,6,24.8055555555556,67.3888888888889
"1797",2020-07-15,7,27.4166666666667,74
"1798",2020-07-22,4,30,80.2777777777778
"1799",2020-07-29,12,32.6388888888889,86.3611111111111
"1800",2020-08-05,10,35.1388888888889,91.75
"1801",2020-08-12,13,37.0833333333333,95.8333333333333
"1802",2020-08-19,14,38.7777777777778,98.7777777777778
"1803",2020-08-26,12,40.1944444444444,100.861111111111
"1804",2020-09-02,20,41.2777777777778,102.527777777778
"1805",2020-09-09,12,42.0277777777778,103.666666666667
"1806",2020-09-16,20,42.4166666666667,104.055555555556
"1807",2020-09-23,27,42.6666666666667,104.194444444444
"1808",2020-09-30,24,42.7222222222222,104.111111111111
"1809",2020-10-07,32,42.2222222222222,103.166666666667
"1810",2020-10-14,34,41.4722222222222,101.333333333333
"1811",2020-10-21,37,40.3888888888889,98.7222222222222
"1812",2020-10-28,35,39.3333333333333,96.0833333333333
"1813",2020-11-04,40,38.1111111111111,92.8333333333333
"1814",2020-11-11,40,36.4444444444444,88.8055555555555
"1815",2020-11-18,27,35,84.7222222222222
"1816",2020-11-25,32,33.4166666666667,80.4166666666667
"1817",2020-12-02,31,31.75,75.8055555555556
"1818",2020-12-09,27,29.8611111111111,70.8333333333333
"1819",2020-12-16,36,28,66.1111111111111
"1820",2020-12-23,40,26.5833333333333,62.0833333333333
"1821",2021-01-01,27,25.0833333333333,58.3888888888889
"1822",2021-01-08,26,23.7777777777778,55.1111111111111
"1823",2021-01-15,28,22.5833333333333,52.1944444444444
"1824",2021-01-22,21,21.4722222222222,49.3888888888889
"1825",2021-01-29,26,20.3611111111111,46.6111111111111
"1826",2021-02-05,18,19.0833333333333,43.5555555555556
"1827",2021-02-12,24,17.8888888888889,40.5
"1828",2021-02-19,18,16.6111111111111,37.3611111111111
"1829",2021-02-26,22,15.3888888888889,34.3888888888889
"1830",2021-03-05,27,14.1944444444444,31.6666666666667
"1831",2021-03-12,12,13.0555555555556,29.0833333333333
"1832",2021-03-19,7,12,26.8611111111111
"1833",2021-03-26,6,11,24.8333333333333
"1834",2021-04-02,12,10.1666666666667,23.25
"1835",2021-04-09,4,9.5,22
"1836",2021-04-16,6,9.02777777777778,21.2222222222222
"1837",2021-04-23,10,8.83333333333333,21.0833333333333
"1838",2021-04-30,4,8.91666666666667,21.6388888888889
"1839",2021-05-07,7,9.27777777777778,23.0277777777778
"1840",2021-05-14,13,9.94444444444444,25.2777777777778
"1841",2021-05-21,15,10.8333333333333,28.3333333333333
"1842",2021-05-28,11,12.0833333333333,32.2777777777778
"1843",2021-06-04,8,13.5555555555556,36.9166666666667
"1844",2021-06-11,8,15.3055555555556,42.0833333333333
"1845",2021-06-18,6,17.2222222222222,47.5
"1846",2021-06-25,5,19.3055555555556,53.1944444444444
"1847",2021-07-02,19,21.75,59.4444444444444
"1848",2021-07-09,16,24.2222222222222,65.8055555555556
"1849",2021-07-16,14,26.8055555555556,72.1944444444444
"1850",2021-07-23,4,29.3333333333333,78.2777777777778
"1851",2021-07-30,5,31.9444444444444,84.2222222222222
"1852",2021-08-06,19,34.3611111111111,89.4722222222222
"1853",2021-08-13,8,36.2777777777778,93.5
"1854",2021-08-20,9,37.9722222222222,96.4166666666667
"1855",2021-08-27,13,39.3888888888889,98.5277777777778
"1856",2021-09-03,9,40.5277777777778,100.222222222222
"1857",2021-09-10,6,41.3611111111111,101.388888888889
"1858",2021-09-17,10,41.8888888888889,101.888888888889
"1859",2021-09-24,13,42.25,102.111111111111
"1860",2021-10-01,7,42.3888888888889,102.138888888889
"1861",2021-10-08,14,42.0277777777778,101.333333333333
"1862",2021-10-15,12,41.3888888888889,99.6666666666667
"1863",2021-10-22,7,40.3888888888889,97.25
"1864",2021-10-29,10,39.3888888888889,94.75
"1865",2021-11-05,9,38.2222222222222,91.6666666666667
"1866",2021-11-12,8,36.6388888888889,87.8055555555556
"1867",2021-11-19,10,35.1944444444444,83.8333333333333
"1868",2021-11-26,16,33.6111111111111,79.6111111111111
"1869",2021-12-03,6,31.9444444444444,75.0833333333333
"1870",2021-12-10,15,30.0555555555556,70.2222222222222
"1871",2021-12-17,8,28.1944444444444,65.6111111111111
"1872",2021-12-24,6,26.7222222222222,61.6666666666667
"1873",2022-01-01,8,25.1944444444444,58.0555555555556
"1874",2022-01-08,13,23.8611111111111,54.8888888888889
"1875",2022-01-15,13,22.6388888888889,52.0555555555556
"1876",2022-01-22,5,21.5,49.3055555555556
"1877",2022-01-29,5,20.3611111111111,46.5555555555556
"1878",2022-02-05,13,19.0833333333333,43.5277777777778
"1879",2022-02-12,6,17.8888888888889,40.4722222222222
"1880",2022-02-19,5,16.5833333333333,37.2777777777778
"1881",2022-02-26,10,15.3333333333333,34.2222222222222
"1882",2022-03-05,6,14.0833333333333,31.4166666666667
"1883",2022-03-12,11,12.8888888888889,28.75
"1884",2022-03-19,7,11.7777777777778,26.4444444444444
"1885",2022-03-26,7,10.7222222222222,24.3611111111111
"1886",2022-04-02,6,9.88888888888889,22.7777777777778
"1887",2022-04-09,3,9.22222222222222,21.5833333333333
"1888",2022-04-16,9,8.80555555555556,20.8611111111111
"1889",2022-04-23,8,8.66666666666667,20.7777777777778
"1890",2022-04-30,3,8.80555555555556,21.3888888888889
"1891",2022-05-07,8,9.22222222222222,22.8333333333333
"1892",2022-05-14,4,9.91666666666667,25.0833333333333
"1893",2022-05-21,6,10.8055555555556,28.0833333333333
"1894",2022-05-28,5,12.0277777777778,31.9444444444444
"1895",2022-06-04,4,13.4722222222222,36.4722222222222
"1896",2022-06-11,2,15.1666666666667,41.5
"1897",2022-06-18,3,17,46.75
"1898",2022-06-25,3,18.9722222222222,52.25
"1899",2022-07-02,7,21.3333333333333,58.3055555555556
"1900",2022-07-09,5,23.6944444444444,64.4444444444444
"1901",2022-07-16,6,26.1388888888889,70.6111111111111
"1902",2022-07-23,8,28.5555555555556,76.4722222222222
"1903",2022-07-30,10,31.0833333333333,82.2222222222222
"1904",2022-08-06,9,33.4444444444444,87.3611111111111
"1905",2022-08-13,18,35.2777777777778,91.2777777777778
"1906",2022-08-20,18,36.9166666666667,94.1666666666667
"1907",2022-08-27,17,38.2777777777778,96.25
"1908",2022-09-03,29,39.3611111111111,97.9444444444444
"1909",2022-09-10,18,40.1388888888889,99.1111111111111
"1910",2022-09-17,36,40.6111111111111,99.5833333333333
"1911",2022-09-24,36,40.9722222222222,99.8333333333333
"1912",2022-10-01,47,41.1111111111111,99.8611111111111
"1913",2022-10-08,47,40.8055555555556,99.1111111111111
"1914",2022-10-15,48,40.2222222222222,97.5
"1915",2022-10-22,43,39.2777777777778,95.1388888888889
"1916",2022-10-29,55,38.3055555555556,92.6944444444445
"1917",2022-11-05,65,37.1666666666667,89.6666666666667
"1918",2022-11-12,62,35.6111111111111,85.8888888888889
"1919",2022-11-19,68,34.1666666666667,82
"1920",2022-11-26,64,32.5833333333333,77.8888888888889
"1921",2022-12-03,69,30.9166666666667,73.5
"1922",2022-12-10,46,29.1111111111111,68.8055555555555
"1923",2022-12-17,45,27.3055555555556,64.3333333333333
"1924",2022-12-24,26,25.8888888888889,60.5
"1925",2023-01-01,31,24.4444444444444,56.9722222222222
"1926",2023-01-08,37,23.1944444444444,53.8611111111111
"1927",2023-01-15,28,22.0833333333333,51.0555555555556
"1928",2023-01-22,24,21,48.3333333333333
"1929",2023-01-29,26,19.9166666666667,45.6111111111111
"1930",2023-02-05,24,18.7222222222222,42.6388888888889
"1931",2023-02-12,19,17.5833333333333,39.6666666666667
"1932",2023-02-19,16,16.3611111111111,36.5833333333333
"1933",2023-02-26,20,15.1666666666667,33.6666666666667
"1934",2023-03-05,12,13.9722222222222,30.9444444444444
"1935",2023-03-12,13,12.8333333333333,28.3611111111111
"1936",2023-03-19,15,11.75,26.1111111111111
"1937",2023-03-26,11,10.7222222222222,24.0555555555556
"1938",2023-04-02,7,9.88888888888889,22.4722222222222
"1939",2023-04-09,10,9.19444444444444,21.25
"1940",2023-04-16,5,8.75,20.5277777777778
"1941",2023-04-23,4,8.58333333333333,20.4444444444444
"1942",2023-04-30,7,8.69444444444445,21.0277777777778
"1943",2023-05-07,5,9.08333333333333,22.4166666666667
"1944",2023-05-14,8,9.72222222222222,24.5555555555556
"1945",2023-05-21,8,10.6111111111111,27.4166666666667
"1946",2023-05-28,9,11.8333333333333,31.1388888888889
"1947",2023-06-04,10,13.25,35.5277777777778
"1948",2023-06-11,15,14.9166666666667,40.4166666666667
"1949",2023-06-18,13,16.7222222222222,45.5277777777778
"1950",2023-06-25,3,18.6944444444444,50.9444444444444
"1951",2023-07-02,4,21,56.9166666666667
"1952",2023-07-09,14,23.3055555555556,62.9444444444444
"1953",2023-07-16,20,25.75,68.9722222222222
"1954",2023-07-23,17,28.1388888888889,74.7222222222222
"1955",2023-07-30,33,30.6388888888889,80.3888888888889
"1956",2023-08-06,40,32.9722222222222,85.4444444444445
"1957",2023-08-13,17,34.8333333333333,89.3333333333333
"1958",2023-08-20,14,36.5,92.25
"1959",2023-08-27,28,37.8888888888889,94.4166666666667
"1960",2023-09-03,34,39.0833333333333,96.2222222222222
"1961",2023-09-10,46,39.9722222222222,97.5277777777778
"1962",2023-09-17,34,40.5833333333333,98.1666666666667
"1963",2023-09-24,34,41.0555555555556,98.5833333333333
"1964",2023-10-01,34,41.3333333333333,98.7777777777778
"1965",2023-10-08,33,41.1388888888889,98.1944444444444
"1966",2023-10-15,34,40.6111111111111,96.75
"1967",2023-10-22,36,39.75,94.5833333333333
"1968",2023-10-29,36,38.8611111111111,92.3333333333333
"1969",2023-11-05,45,37.8055555555556,89.4722222222222
"1970",2023-11-12,47,36.3055555555556,85.8333333333333
"1971",2023-11-19,53,34.8888888888889,82.0277777777778
"1972",2023-11-26,42,33.3333333333333,77.9722222222222
"1973",2023-12-03,55,31.6666666666667,73.5555555555556
"1974",2023-12-10,56,29.8055555555556,68.8055555555555
"1975",2023-12-17,54,27.9444444444444,64.25
"1976",2023-12-24,49,26.4722222222222,60.3055555555556
"1977",2024-01-01,40,25,56.7222222222222
"1978",2024-01-08,49,23.6944444444444,53.5555555555556
"1979",2024-01-15,48,22.5,50.7222222222222
"1980",2024-01-22,61,21.3611111111111,47.9722222222222
"1981",2024-01-29,61,20.2222222222222,45.2777777777778
"1982",2024-02-05,63,18.9444444444444,42.3888888888889
"1983",2024-02-12,57,17.7222222222222,39.4722222222222
"1984",2024-02-19,51,16.4444444444444,36.4444444444444
"1985",2024-02-26,52,15.2222222222222,33.5833333333333
"1986",2024-03-04,66,14,30.9166666666667
"1987",2024-03-11,64,12.8333333333333,28.3611111111111
"1988",2024-03-18,52,11.75,26.1111111111111
"1989",2024-03-25,44,10.7222222222222,24.0555555555556
"1990",2024-04-01,73,9.88888888888889,22.4722222222222
"1991",2024-04-08,67,9.19444444444444,21.2222222222222
"1992",2024-04-15,66,8.75,20.4722222222222
"1993",2024-04-22,69,8.58333333333333,20.3611111111111
"1994",2024-04-29,53,8.69444444444445,20.9166666666667
"1995",2024-05-06,80,9.08333333333333,22.25
"1996",2024-05-13,71,9.72222222222222,24.3333333333333
"1997",2024-05-20,82,10.5833333333333,27.1666666666667
"1998",2024-05-27,115,11.75,30.8055555555556
"1999",2024-06-03,126,13.1111111111111,35.0833333333333
"2000",2024-06-10,86,14.7222222222222,39.8333333333333
"2001",2024-06-17,98,16.4444444444444,44.8333333333333
"2002",2024-06-24,118,18.3333333333333,50.1388888888889
"2003",2024-07-01,115,20.6111111111111,56
"2004",2024-07-08,155,22.9166666666667,62
"2005",2024-07-15,127,25.3333333333333,68
"2006",2024-07-22,169,27.6944444444444,73.75
"2007",2024-07-29,149,30.2222222222222,79.4166666666667
"2008",2024-08-05,151,32.5833333333333,84.4444444444444
"2009",2024-08-12,132,34.4444444444444,88.3055555555556
"2010",2024-08-19,167,36.1388888888889,91.1666666666667
"2011",2024-08-26,162,37.5833333333333,93.3333333333333
"2012",2024-09-02,148,38.8055555555556,95.1388888888889
"2013",2024-09-09,175,39.6944444444444,96.4444444444445
"2014",2024-09-16,174,40.3055555555556,97.1111111111111
"2015",2024-09-23,186,40.8055555555556,97.5555555555555
"2016",2024-09-30,211,41.0833333333333,97.8055555555556
"2017",2024-10-07,238,40.9166666666667,97.2777777777778
"2018",2024-10-14,215,40.4722222222222,95.9166666666667
"2019",2024-10-21,197,39.6944444444444,93.8333333333333
"2020",2024-10-28,183,38.9166666666667,91.6944444444445
"2021",2024-11-04,174,37.9444444444444,88.9722222222222
"2022",2024-11-11,171,36.5277777777778,85.4444444444444
"2023",2024-11-18,148,35.1944444444444,81.75
"2024",2024-11-25,114,33.6944444444444,77.7777777777778
"2025",2024-12-02,193,32.0833333333333,73.4722222222222
"2026",2024-12-09,162,30.2222222222222,68.8055555555555
"2027",2024-12-16,38,28.3333333333333,64.3055555555556
"2028",2024-12-23,NA,26.8333333333333,60.4166666666667
